artist,name,date,time,venue,location,price_range
Phoenix,SACRAMENTO KINGS VS. PHOENIX SUNS,2024-11-13,19:00:00,Golden 1 Center,"Sacramento, United States Of America",39.0-3650.0 USD
Phoenix,Miami Heat vs. Phoenix Suns,2024-12-07,20:00:00,Kaseya Center,"Miami, United States Of America",45.0-850.0 USD
Phoenix,Phoenix Suns vs. Sacramento Kings,2024-11-10,18:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD
Phoenix,Phoenix Suns vs. Miami Heat,2024-11-06,19:00:00,Footprint Center,"Phoenix, United States Of America",29.0-3400.0 USD
Phoenix,Indiana Pacers vs. Phoenix Suns,2025-01-04,19:00:00,Gainbridge Fieldhouse,"Indianapolis, United States Of America",38.0-943.0 USD
Phoenix,Phoenix Suns vs. Memphis Grizzlies,2024-12-31,19:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD
Phoenix,Charlotte Hornets vs. Phoenix Suns,2025-01-07,19:00:00,Spectrum Center ,"Charlotte, United States Of America",18.5-725.0 USD
Phoenix,San Antonio Spurs vs Phoenix Suns,2025-02-20,20:30:00,Moody Center ATX,"Austin, United States Of America",115.0-2371.0 USD
Phoenix,Phoenix Suns vs. Brooklyn Nets,2024-11-27,19:00:00,Footprint Center,"Phoenix, United States Of America",33.0-3400.0 USD
Phoenix,Brooklyn Nets v. Phoenix Suns,2025-01-22,19:30:00,Barclays Center,"Brooklyn, United States Of America",53.0-5400.0 USD
Phoenix,Phoenix Suns vs. Orlando Magic,2024-11-18,19:00:00,Footprint Center,"Phoenix, United States Of America",28.0-3400.0 USD
Phoenix,Phoenix Suns vs. Utah Jazz,2025-01-11,15:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD
Phoenix,Phoenix Suns vs. Minnesota Timberwolves,2025-01-29,19:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD
Phoenix,Phoenix Suns vs. Indiana Pacers,2024-12-19,19:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD
Phoenix,SACRAMENTO KINGS VS. PHOENIX SUNS,2025-04-13,12:30:00,Golden 1 Center,"Sacramento, United States Of America",40.0-4000.0 USD
Phoenix,Atlanta Hawks vs Phoenix Suns,2025-01-14,19:30:00,State Farm Arena,"Atlanta, United States Of America",38.0-899.0 USD
Phoenix,Phoenix Suns vs. Milwaukee Bucks,2025-03-24,19:00:00,Footprint Center,"Phoenix, United States Of America",77.0-5000.0 USD
Phoenix,Phoenix Suns vs. Minnesota Timberwolves,2025-03-02,19:30:00,Footprint Center,"Phoenix, United States Of America",77.0-5000.0 USD
Phoenix,Phoenix Suns vs. Charlotte Hornets,2025-01-12,19:00:00,Footprint Center,"Phoenix, United States Of America",37.0-3400.0 USD
Fridayy,Buju Banton - The Overcomer Tour,2024-11-17,20:00:00,Barclays Center,"Brooklyn, United States Of America",79.5-249.5 USD
Fridayy,Buju Banton: The Overcomer Tour,2024-10-13,20:00:00,Scotiabank Arena,"Toronto, Canada",60.75-305.25 CAD
Fridayy,Just A Little Homecoming Weekend - Saturday,2024-10-19,19:30:00,MVP Arena,"Albany, United States Of America",35.0-125.0 USD
Fridayy,Just A Little Homecoming Weekend - Ultimate Experience 2 Day Package,2024-10-18,N/A,MVP Arena,"Albany, United States Of America",70.0-247.5 USD
Fridayy,WIRELESS FESTIVAL MIDDLE EAST,2024-11-23,N/A,"Etihad Park, Yas Drive","Abu Dhabi, United Arab Emirates",258.75-2750.0 AED
Fridayy,ONE MusicFest,2024-10-26,N/A,PIEDMONT PARK,"Atlanta, United States Of America",N/A
Fridayy,Rolling Loud,2024-12-13,N/A,Hard Rock Stadium,"Miami, United States Of America",N/A
D-Event,Wendy D Event,2024-12-15,20:00:00,N/A,"N/A, N/A",N/A
D-Event,Wendy D Event,2024-12-15,20:00:00,N/A,"N/A, N/A",N/A
Daft Punk,Daft Punk Night,2024-12-07,21:00:00,The District,"Spokane, United States Of America",15.0-15.0 USD
Daft Punk,Thanksgiving Eve Daft Punk Night,2024-11-27,22:00:00,Thundercat Lounge,"Phoenix, United States Of America",15.0-150.0 USD
Hombres G,Besame Mucho,2024-12-21,11:00:00,Dodger Stadium,"Los Angeles, United States Of America",N/A
Lennox,Lennox Lewis,2024-11-08,20:00:00,Sheffield City Hall Oval Hall,"Sheffield, Great Britain",0.0-52.95 GBP
Lennox,Femme It Forward Presents - Ari Lennox,2024-10-19,19:30:00,YouTube Theater,"Inglewood, United States Of America",29.5-149.5 USD
Lennox,Khaya + Louis Oliver + Freddie Lennox ( Acoustic ),2024-11-05,20:00:00,The Troubadour,"London, Great Britain",N/A
Lennox,ONE MusicFest,2024-10-26,N/A,PIEDMONT PARK,"Atlanta, United States Of America",N/A
Luis R Conriquez,Luis R Conriquez,2024-10-20,20:00:00,Rosemont Theatre,"Rosemont, United States Of America",59.0-325.0 USD
Luis R Conriquez,Luis R Conriquez,2024-11-15,20:00:00,Payne Arena,"Hidalgo, United States Of America",69.0-150.0 USD
Luis R Conriquez,Luis R Conriquez,2025-02-15,20:00:00,Kia Forum,"Inglewood, United States Of America",66.5-186.5 USD
Luis R Conriquez,Luis R Conriquez Trakas Tour,2024-10-25,20:00:00,Desert Diamond Arena,"Glendale, United States Of America",50.0-150.0 USD
Luis R Conriquez,Luis R Conriquez,2024-10-18,20:30:00,Atlanta Coliseum,"Duluth, United States Of America",N/A
Luis R Conriquez,Luis R Conriquez,2024-11-16,20:00:00,Liberty First Credit Union Arena,"Ralston, United States Of America",N/A
Luis R Conriquez,Luis R Conriquez  Suite,2024-10-25,20:00:00,Desert Diamond Arena,"Glendale, United States Of America",N/A
Luis R Conriquez,Luis R Conriquez: Trakas Tour en Maplewood,2024-11-17,20:00:00,Aldrich Arena,"Maplewood, United States Of America",70.0-600.0 USD
Luis R Conriquez,Don't Fall In Love Fest,2024-11-02,12:00:00,NOS Events Center,"San Bernardino, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-10-18,20:00:00,Bell Centre,"MontrÃ©al, N/A",N/A
Cyndi Lauper,Cyndi Lauper,2024-10-20,20:00:00,General Use,"N/A, N/A",N/A
Cyndi Lauper,Cyndi Lauper,2024-10-24,20:00:00,Fox Theatre,"Detroit, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-10-30,20:00:00,MSG Suites,"New York, United States Of America",N/A
Cyndi Lauper,CYNDI LAUPER,2024-11-01,20:00:00,Bridgestone Arena,"Nashville, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-03,20:00:00,Schottenstein Center,"Columbus, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-03,20:00:00,Schottenstein Center,"Columbus, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-03,20:00:00,Schottenstein Center,"Columbus, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-03,20:00:00,Schottenstein Center,"Columbus, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-06,20:00:00,Amalie Arena,"Tampa, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-06,20:00:00,Amalie Arena,"N/A, N/A",N/A
Cyndi Lauper,CYNDI LAUPER,2024-11-10,20:00:00,State Farm Arena,"N/A, N/A",N/A
Cyndi Lauper,CYNDI LAUPER,2024-11-10,20:00:00,State Farm Arena,"N/A, N/A",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-23,20:00:00,Intuit Dome,"Inglewood, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-24,20:00:00,Acrisure Arena,"Palm Desert, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-26,20:00:00,Chase Center,"San Francisco, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-30,20:00:00,Moda Center,"Portland, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-11-30,20:00:00,Moda Center,"Portland, United States Of America",N/A
Cyndi Lauper,Cyndi Lauper,2024-12-01,20:00:00,Climate Pledge Arena,"Seattle, United States Of America",N/A
Cyndi Lauper,Hostess Cyndi Lauper,2024-10-18,20:00:00,Bell Centre,"MontrÃ©al, N/A",N/A
Crowded House,Crowded House,2024-10-11,18:30:00,The O2,"London, Great Britain",35.0-75.0 GBP
Crowded House,Crowded House,2024-10-14,18:30:00,3Arena,"Dublin, Ireland",46.35-90.8 EUR
Crowded House,Crowded House,2024-10-16,18:30:00,Bournemouth International Centre,"Bournemouth, Great Britain",58.2-86.35 GBP
Crowded House,Crowded House,2024-10-17,18:00:00,Utilita Arena Birmingham,"Birmingham, Great Britain",N/A
Crowded House,Crowded House,2024-10-19,20:00:00,Cirque Royal - Koninklijk Circus,"Brussels, Belgium",56.68-63.22 EUR
Crowded House,Crowded House - Gravity Stairs Tour,2024-10-12,18:30:00,The Brighton Centre,"Brighton, Great Britain",0.0-86.5 GBP
Crowded House,Crowded House - Gravity Stairs Tour,2024-11-09,19:00:00,TSB Arena,"Wellington, New Zealand",122.24-489.26 NZD
Crowded House,Crowded House - Gravity Stairs Tour,2024-11-12,19:00:00,Dunedin Town Hall,"Dunedin, New Zealand",122.24-489.56 NZD
Crowded House,Crowded House - Gravity Stairs Tour,2024-11-23,19:00:00,Spark Arena,"Auckland, New Zealand",127.19-494.87 NZD
Crowded House,Crowded House - Gravity Stairs Tour,2024-11-29,17:30:00,Kings Park,"West Perth, Australia",0.0-350.4 AUD
Crowded House,Crowded House - Gravity Stairs Tour,2024-11-30,17:30:00,Kings Park,"West Perth, Australia",0.0-350.4 AUD
Crowded House,Crowded House - Gravity Stairs Tour,2024-12-01,17:30:00,Kings Park,"West Perth, Australia",0.0-350.4 AUD
Crowded House,Crowded House - Gravity Stairs Tour,2024-12-04,18:30:00,Sydney Opera House - Forecourt,"Sydney, Australia",153.8-153.8 AUD
Crowded House,Crowded House - Gravity Stairs Tour,2024-12-05,18:30:00,Sydney Opera House - Forecourt,"Sydney, Australia",153.8-153.8 AUD
Crowded House,Crowded House - Gravity Stairs Tour,2024-12-07,18:30:00,Sydney Opera House - Forecourt,"Sydney, Australia",153.8-153.8 AUD
Crowded House,Crowded House - Gravity Stairs Tour,2024-12-08,18:30:00,Sydney Opera House - Forecourt,"Sydney, Australia",153.8-153.8 AUD
Crowded House,Byron Bay Bluesfest 2025,2025-04-17,14:00:00,Byron Events Farm Tyagarah,"Tyagarah, Australia",N/A
Crowded House,Crowded House - Gourmet Grazing Boxes,2024-11-29,17:30:00,Kings Park,"West Perth, Australia",92.59-92.59 AUD
Crowded House,Crowded House - Gourmet Grazing Boxes,2024-11-30,17:30:00,Kings Park,"West Perth, Australia",92.59-92.59 AUD
Crowded House,Crowded House - Gourmet Grazing Boxes,2024-12-01,17:30:00,Kings Park,"West Perth, Australia",92.59-92.59 AUD
Bruno Mars,Bruno Mars Las Vegas,2024-12-18,21:00:00,Dolby Live,"Las Vegas, United States Of America",195.0-1395.0 USD
Bruno Mars,Bruno Mars Las Vegas,2024-12-31,20:00:00,Dolby Live,"Las Vegas, United States Of America",295.0-2850.0 USD
Bruno Mars,Bruno Mars Las Vegas,2024-12-20,21:00:00,Dolby Live,"Las Vegas, United States Of America",225.0-1395.0 USD
Bruno Mars,Bruno Mars Las Vegas,2024-12-27,21:00:00,Dolby Live,"Las Vegas, United States Of America",250.0-1395.0 USD
Bruno Mars,Bruno Mars Las Vegas,2024-12-21,21:00:00,Dolby Live,"Las Vegas, United States Of America",250.0-1345.0 USD
Bruno Mars,Bruno Mars Las Vegas,2024-12-30,21:00:00,Dolby Live,"Las Vegas, United States Of America",295.0-3000.0 USD
Bruno Mars,Just the Way To Mars: Tribute To Bruno Mars,2025-02-21,19:00:00,Southampton 1865,"Southampton, Great Britain",N/A
Bruno Mars,Finesse - Bruno Mars tribute show,2024-11-30,22:00:00,N/A,"N/A, N/A",N/A-N/A USD
Bruno Mars,24K Magic - A Bruno Mars Experience,2026-08-19,19:30:00,Martin Marietta Center for the Performing Arts,"Raleigh, United States Of America",29.0-69.0 USD
Bruno Mars,Uptown Funk Tribute To Bruno Mars,2024-12-27,21:00:00,River Cree Resort & Casino,"Enoch, Canada",36.75-115.5 CAD
Bruno Mars,Bruno Mars // NO PHONE/CAMERA,2024-12-18,21:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Bruno Mars,Bruno Mars // NO PHONE/CAMERA,2024-12-18,21:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Bruno Mars,Bruno Mars // NO PHONE/CAMERA,2024-12-18,21:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Bruno Mars,Bruno Mars // NO PHONE/CAMERA,2024-12-20,21:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Bruno Mars,Bruno Mars // NO PHONE/CAMERA,2024-12-20,21:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Bruno Mars,Bruno Mars // NO PHONE/CAMERA,2024-12-20,21:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Bruno Mars,Bruno Mars // NO PHONE/CAMERA,2024-12-21,21:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Bruno Mars,Bruno Mars // NO PHONE/CAMERA,2024-12-21,21:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Bruno Mars,Bruno Mars // NO PHONE/CAMERA,2024-12-21,21:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Bruno Mars,24K MAGIC - BRUNO MARS TRIBUTE,2024-12-21,20:00:00,Gaslamp Long Beach,"Long Beach, United States Of America",28.49-28.49 USD
Emre Fel,Emre Fel Concert,2025-02-14,19:00:00,Electric Ballroom Camden,"London, Great Britain",N/A-N/A GBP
Emre Fel,Emre Fel,2024-10-12,20:30:00,Samsun Doğu Park Amfi Tiyatro,"Samsun, Turkey",N/A
Emre Fel,Emre Fel,2024-10-16,21:30:00,6:45 KK Kütahya,"Kütahya, Turkey",N/A
Emre Fel,Emre Fel,2024-10-18,21:00:00,Jolly Joker Ankara,"Ankara, Turkey",N/A
Emre Fel,Emre Fel,2024-10-21,21:00:00,Maximum Uniq Open Air,"İstanbul, Turkey",N/A
Emre Fel,Emre Fel,2024-10-23,21:30:00,Holly Stone Performance Hall Aydın,"Aydın, Turkey",N/A
Emre Fel,Emre Fel,2024-10-24,21:30:00,Holly Stone Performance Hall Denizli,"Denizli, Turkey",N/A
Emre Fel,Emre Fel,2024-10-25,21:30:00,Holly Stone Manisa,"Manisa, Turkey",N/A
Emre Fel,Emre Fel,2024-10-25,21:30:00,Holly Stone Muğla,"Muğla, Turkey",N/A
Emre Fel,Emre Fel,2024-11-02,21:00:00,Osmangazi Hall,"Bursa, Turkey",N/A
Emre Fel,Emre Fel,2024-11-06,21:30:00,6:45 KK Bolu,"Bolu, Turkey",N/A
Emre Fel,Emre Fel,2024-11-07,21:30:00,Hayal Kahvesi Aqua Florya,"İstanbul, Turkey",N/A
Emre Fel,Emre Fel,2024-11-08,21:00:00,MEB Şura Salonu,"Ankara, Turkey",N/A
Emre Fel,Emre Fel,2024-11-09,20:30:00,Selçuklu Kongre Merkezi Anadolu Oditoryum,"Konya, Turkey",N/A
Emre Fel,Emre Fel,2024-11-12,21:00:00,Jolly Joker Vadistanbul,"İstanbul, Turkey",N/A
Emre Fel,Emre Fel,2024-11-16,21:00:00,Jolly Joker Bursa,"Bursa, Turkey",N/A
Emre Fel,Emre Fel,2024-11-22,21:00:00,Bostancı Showland,"İstanbul, Turkey",N/A
Emre Fel,Emre Fel,2024-11-27,21:00:00,Jolly Joker Kıyı İstanbul,"İstanbul, Turkey",N/A
Emre Fel,Emre Fel,2024-11-30,20:30:00,EKM Erciyes Kültür Merkezi,"Kayseri, Turkey",N/A
Emre Fel,Emre Fel,2024-12-07,21:00:00,Jolly Joker Denizli,"Denizli, Turkey",N/A
Fuerza Regida,Fuerza Regida,2024-10-12,21:00:00,Monumental Plaza De Toros México,"México, Mexico",850.0-5350.0 MXN
Fuerza Regida,Fuerza Regida,2024-10-12,21:00:00,Monumental Plaza De Toros México,"México, Mexico",850.0-5350.0 MXN
Fuerza Regida,Fuerza Regida,2024-11-23,20:00:00,Mechanics Bank Arena,"Bakersfield, United States Of America",N/A
Fuerza Regida,Fuerza Regida,2024-12-14,20:00:00,Bridgestone Arena,"Nashville, United States Of America",N/A
Fuerza Regida,Fuerza Regida,2023-12-30,20:00:00,Toyota Arena,"Ontario, United States Of America",N/A
Fuerza Regida,Fuerza Regida,2025-08-09,20:00:00,ExtraMile Arena,"Boise, United States Of America",N/A
Fuerza Regida,FUERZA REGIDA UPCHARGE,2024-10-25,20:00:00,BOK Center,"Tulsa, United States Of America",N/A
Fuerza Regida,FUERZA REGIDA SUITES,2024-10-25,20:00:00,BOK Center,"Tulsa, United States Of America",N/A
Fuerza Regida,Fuerza Regida Suites,2024-11-22,20:00:00,Oakland Arena,"Oakland, United States Of America",N/A
Fuerza Regida,Fuerza Regida Suite,2024-11-27,20:00:00,Desert Diamond Arena,"Glendale, United States Of America",N/A
Fuerza Regida,Fuerza Regida: Pero No Te Enamores Tour 2024,2024-11-15,20:00:00,Intuit Dome,"Inglewood, United States Of America",39.5-279.5 USD
Fuerza Regida,Fuerza Regida: Pero No Te Enamores Tour 2024,2024-11-16,20:00:00,Intuit Dome,"Inglewood, United States Of America",39.5-279.5 USD
Fuerza Regida,FUERZA REGIDA CLUB SEATS,2024-10-25,20:00:00,BOK Center,"Tulsa, United States Of America",N/A
Fuerza Regida,FUERZA REGIDA CLUB SEATS,2024-10-25,20:00:00,BOK Center,"Tulsa, United States Of America",N/A
Fuerza Regida,2024 Fuerza Regida Suites,2024-10-27,19:00:00,North Charleston Coliseum,"North Charleston, United States Of America",N/A
Fuerza Regida,Fuerza Regida 11/15,2024-11-15,20:00:00,Intuit Dome,"Inglewood, United States Of America",N/A
Fuerza Regida,Fuerza Regida 11/16,2024-11-16,20:00:00,Intuit Dome,"Inglewood, United States Of America",N/A
Fuerza Regida,Fuerza Regida MCC Garage,2024-12-14,19:00:00,Nashville Predators,"Nashville, United States Of America",N/A
Fuerza Regida,Fuerza Regida: Pero No Te Enamores Tour 2024,2024-10-19,20:00:00,Capital One Arena,"Washington, United States Of America",39.0-349.0 USD
Fuerza Regida,Fuerza Regida: Pero No Te Enamores Tour 2024,2024-12-05,20:00:00,Allstate Arena,"Rosemont, United States Of America",39.0-499.0 USD
Brand Nubian,"Diamond D, Sadat X (of Brand Nubian), Ras Kass, DJ Platurn",2024-10-19,21:00:00,Brick and Mortar Music Hall,"San Francisco, United States Of America",31.34-62.24 USD
Metro Boomin,Metro Boomin,2024-11-08,22:30:00,LIV Nightclub Las Vegas,"Las Vegas, United States Of America",N/A
Metro Boomin,Metro Boomin,2024-11-24,22:30:00,LIV Nightclub Las Vegas,"Las Vegas, United States Of America",N/A
Metro Boomin,Metro Boomin,2024-12-07,22:30:00,LIV Nightclub Las Vegas,"Las Vegas, United States Of America",N/A
Metro Boomin,Rolling Loud,2024-12-13,N/A,Hard Rock Stadium,"Miami, United States Of America",N/A
Common,Common Kings,2024-11-09,19:00:00,House of Blues Anaheim,"Anaheim, United States Of America",49.5-49.5 USD
Common,Common Kings,2024-11-08,19:00:00,House of Blues Anaheim,"Anaheim, United States Of America",49.5-49.5 USD
Common,Common Kings,2024-11-07,19:00:00,House of Blues Anaheim,"Anaheim, United States Of America",49.5-49.5 USD
Common,Common Kings,2025-02-20,20:00:00,Muckleshoot Casino Events Center,"Auburn, United States Of America",35.0-120.0 USD
Common,Common Kings,2024-10-13,20:00:00,Ventura Theatre,"Ventura, United States Of America",N/A
Common,Common Kings,2024-10-11,20:00:00,Warfield,"San Francisco, United States Of America",N/A
Common,Common Kings,2024-10-12,19:30:00,Mountain Winery,"Saratoga, United States Of America",N/A
Common,Common Kings,2024-10-13,20:00:00,Ventura Theater,"Ventura, United States Of America",41.57-41.57 USD
Common,Common Kings,2024-10-16,20:00:00,Sunshine Theatre,"Albuquerque, United States Of America",N/A
Common,Common Kings,2024-10-19,19:00:00,Haute Spot Event Venue,"Cedar Park, United States Of America",N/A
Common,Common Kings,2024-10-20,19:00:00,Last Concert Cafe,"Houston, United States Of America",N/A
Common,Common Sense,2024-11-08,20:00:00,Coach House,"San Juan Capistrano, United States Of America",N/A
Common,Common Sense,2024-11-08,20:00:00,The Coach House,"San Juan Capistrano, United States Of America",28.3-28.3 USD
Common,Symphony with Soul: Common,2025-02-15,20:00:00,DeVos Performance Hall,"Grand Rapids, United States Of America",29.0-170.0 USD
Common,Ac Slater: Vibe Check @ Common/Undrgrd,2024-11-01,21:00:00,Common/UNDRGRD,"Calgary, Canada",N/A
Common,FIRST FIFTY: RUBII + common goldfish + Saïna,2024-11-13,19:30:00,Oslo Hackney,"London, Great Britain",N/A-N/A GBP
Common,Common Kings: The Hideaway Tour @ Rialto Theatre,2024-10-15,20:00:00,Rialto Theatre-Tucson,"Tucson, United States Of America",27.5-27.5 USD
Common,"Margaret Atwood on Democracy, Public Education, & The Common Good",2024-11-12,18:30:00,Southern Alberta Jubilee Auditorium,"Calgary, Canada",25.0-25.0 CAD
Common,"WOWHALLOWEEN: Bowl Peace, Grrlband, Common Koi, Moonbear, HOUSEKEEPING",2024-10-26,20:00:00,WOW Hall,"Eugene, United States Of America",8.0-8.0 USD
Common,Jupiter Links GC vs. Boston Common Golf - 1/27,2025-01-27,20:00:00,SoFi Center ,"Palm Beach Gardens, United States Of America",N/A
Skepta,"Black Coffee: Skepta, Kerri Chandler, TSHA, Jayda G and many more",2024-10-26,16:00:00,Depot Mayfield,"Manchester, Great Britain",52.25-82.5 GBP
Lady Gaga,Lady Gaga Tribute: Perfect Illusion,2024-11-01,19:30:00,Stormont Hotel,"Belfast, Great Britain",23.0-23.0 GBP
Lady Gaga,Poker Face - Lady Gaga Tribute Show,2024-12-21,20:30:00,Suquamish Clearwater Beach Rock Music & Sports Lounge,"Suquamish, United States Of America",15.0-15.0 USD
Lady Gaga,Lady Gaga / DRS 7 PM,2025-01-29,20:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Lady Gaga,Lady Gaga / DRS 7 PM,2025-01-31,20:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
Lady Gaga,Lady Gaga / DRS 7 PM,2025-02-01,20:00:00,Dolby Live at Park MGM,"Las Vegas, United States Of America",N/A
