artist,name,date,time,venue,location,price_range,source_date,city,country,min_price_EUR,max_price_EUR
Meghan Trainor,Meghan Trainor | The Timeless Tour,18-10-2024,18:30:00,Shoreline Amphitheatre,"Mountain View, United States Of America",25.0-99.5 USD,20241011,Mountain View,United States Of America,23.75,94.52
Meghan Trainor,Meghan Trainor | The Timeless Tour,13-10-2024,18:30:00,The Cynthia Woods Mitchell Pavilion presented by Huntsman,"The Woodlands, United States Of America",25.0-99.5 USD,20241011,The Woodlands,United States Of America,23.75,94.52
Meghan Trainor,Meghan Trainor | The Timeless Tour,16-10-2024,18:30:00,Talking Stick Resort Amphitheatre,"Phoenix, United States Of America",29.5-99.5 USD,20241011,Phoenix,United States Of America,28.02,94.52
Meghan Trainor,Meghan Trainor | The Timeless Tour,19-10-2024,18:30:00,Kia Forum,"Inglewood, United States Of America",29.5-149.5 USD,20241011,Inglewood,United States Of America,28.02,142.03
Meghan Trainor,MEGHAN TRAINOR Boxes,19-10-2024,18:30:00,KIA Forum,"Inglewood, United States Of America",,20241011,Inglewood,United States Of America,,
Meghan Trainor,Meghan Trainor | The Timeless Tour,12-10-2024,18:30:00,The Pavilion at Toyota Music Factory,"Irving, United States Of America",29.5-99.5 USD,20241011,Irving,United States Of America,28.02,94.52
Meghan Trainor,Meghan Trainor Lawn Pass,16-10-2024,18:30:00,Talking Stick Resort Amp,"Phoenix, United States Of America",,20241011,Phoenix,United States Of America,,
Meghan Trainor,Meghan Trainor PSS VIP Parking,16-10-2024,18:30:00,Talking Stick Resort Amp,"Phoenix, United States Of America",,20241011,Phoenix,United States Of America,,
Meghan Trainor,Meghan Trainor  The Timeless Tour,18-10-2024,18:30:00,Shoreline Amp,"Mountain View, United States Of America",,20241011,Mountain View,United States Of America,,
Meghan Trainor,Q102s Jingle Ball Presented by Capital One,16-12-2024,19:30:00,Wells Fargo Center,"Philadelphia, United States Of America",31.0-306.0 USD,20241011,Philadelphia,United States Of America,29.45,290.7
Meghan Trainor,Kiss 108's Jingle Ball Presented By Capital One,15-12-2024,18:00:00,TD Garden,"Boston, United States Of America",32.5-507.5 USD,20241011,Boston,United States Of America,30.88,482.12
Meghan Trainor,Hot 99.5's Jingle Ball Presented By Capital One,17-12-2024,19:30:00,Capital One Arena,"Washington, United States Of America",25.0-400.0 USD,20241011,Washington,United States Of America,23.75,380.0
Meghan Trainor,106.1 KISS FM's Jingle Ball Presented by Capital One,03-12-2024,19:30:00,Dickies Arena,"Fort Worth, United States Of America",28.5-386.0 USD,20241011,Fort Worth,United States Of America,27.07,366.7
Meghan Trainor,102.7 KIIS FMs Jingle Ball Presented by Capital One,06-12-2024,19:30:00,Intuit Dome,"Inglewood, United States Of America",43.5-758.5 USD,20241011,Inglewood,United States Of America,41.32,720.57
Meghan Trainor,Z100's Jingle Ball Presented by Capital One,13-12-2024,19:00:00,Madison Square Garden,"New York, United States Of America",53.0-983.0 USD,20241011,New York,United States Of America,50.35,933.85
The 1975,New STM in 1975,31-12-2025,20:00:00,GA events,"Foxborough, United States Of America",,20241011,Foxborough,United States Of America,,
The 1975,DAVID CROSS BAND Plays KING CRIMSON 1972-1975,20-10-2024,19:00:00,Daryl's House,"Pawling, United States Of America",27.69-44.17 USD,20241011,Pawling,United States Of America,26.31,41.96
The 1975,"DEATH FROM ABOVE 1975 - 20TH ANNIVERSARY OF 'YOU'RE A WOMAN, I'M A MACHINE'",26-01-2025,20:00:00,Crescent Ballroom,"Phoenix, United States Of America",33.5-43.5 USD,20241011,Phoenix,United States Of America,31.82,41.32
Deadletter,DEADLETTER,07-11-2024,19:30:00,Nottingham Rescue Rooms,"Nottingham, Great Britain",,20241011,Nottingham,Great Britain,,
Deadletter,DEADLETTER,08-11-2024,19:30:00,Band On The Wall.,"Manchester, Great Britain",,20241011,Manchester,Great Britain,,
Deadletter,DEADLETTER,09-11-2024,19:00:00,Stylus,"Leeds, Great Britain",N/A-N/A GBP,20241011,Leeds,Great Britain,,
Deadletter,DEADLETTER,12-11-2024,19:30:00,The Cluny,"Newcastle Upon Tyne, Great Britain",,20241011,Newcastle Upon Tyne,Great Britain,,
Deadletter,DEADLETTER,14-11-2024,18:00:00,"Chalk, Brighton","Brighton, Great Britain",,20241011,Brighton,Great Britain,,
Deadletter,DEADLETTER,16-11-2024,18:30:00,Electric Brixton,"London, Great Britain",,20241011,London,Great Britain,,
Deadletter,Deadletter,05-12-2024,21:30:00,Babylon,"İstanbul, Turkey",,20241011,İstanbul,Turkey,,
Mark Ambor,Mark Ambor,04-12-2024,19:00:00,Irving Plaza Powered By Verizon 5G,"New York, United States Of America",35.0-60.0 USD,20241011,New York,United States Of America,33.25,57.0
Mark Ambor,Mark Ambor,03-12-2024,19:00:00,Irving Plaza Powered By Verizon 5G,"New York, United States Of America",27.5-60.0 USD,20241011,New York,United States Of America,26.12,57.0
Mark Ambor,Mark Ambor,25-10-2024,18:00:00,9:30 CLUB,"Washington, United States Of America",25.0-25.0 USD,20241011,Washington,United States Of America,23.75,23.75
Mark Ambor,Mark Ambor,24-10-2024,20:00:00,Theatre of Living Arts,"Philadelphia, United States Of America",25.0-65.0 USD,20241011,Philadelphia,United States Of America,23.75,61.75
Mark Ambor,Mark Ambor,30-10-2024,20:00:00,The Loft,"Atlanta, United States Of America",25.0-25.0 USD,20241011,Atlanta,United States Of America,23.75,23.75
Mark Ambor,Mark Ambor,01-11-2024,19:00:00,White Oak Music Hall - Downstairs,"Houston, United States Of America",25.0-25.0 USD,20241011,Houston,United States Of America,23.75,23.75
Mark Ambor,Mark Ambor,26-11-2024,19:00:00,Saint Andrew's Hall,"Detroit, United States Of America",25.0-25.0 USD,20241011,Detroit,United States Of America,23.75,23.75
Mark Ambor,Mark Ambor,27-10-2024,20:00:00,The Underground,"Charlotte, United States Of America",25.0-25.0 USD,20241011,Charlotte,United States Of America,23.75,23.75
Mark Ambor,Mark Ambor,04-11-2024,18:30:00,Scoot Inn,"Austin, United States Of America",25.0-25.0 USD,20241011,Austin,United States Of America,23.75,23.75
Mark Ambor,Mark Ambor,27-11-2024,19:00:00,The Danforth Music Hall,"Toronto, Canada",38.0-162.0 CAD,20241011,Toronto,Canada,26.22,111.78
Mark Ambor,Mark Ambor,02-12-2024,20:00:00,Toad's Place,"New Haven, United States Of America",,20241011,New Haven,United States Of America,,
Mark Ambor,Mark Ambor,06-04-2025,19:00:00,3Olympia Theatre,"Dublin, Ireland",39.55-42.9 EUR,20241011,Dublin,Ireland,39.55,42.9
Mark Ambor,Mark Ambor,08-04-2025,19:00:00,O2 Ritz Manchester,"Manchester, Great Britain",29.75-29.75 GBP,20241011,Manchester,Great Britain,34.51,34.51
Mark Ambor,Mark Ambor,09-04-2025,19:00:00,O2 Institute Birmingham,"Birmingham, Great Britain",28.25-28.25 GBP,20241011,Birmingham,Great Britain,32.77,32.77
Mark Ambor,Mark Ambor,02-11-2024,20:00:00,The Studio at the Factory,"Dallas, United States Of America",,20241011,Dallas,United States Of America,,
Mark Ambor,MARK AMBOR,06-11-2024,20:00:00,Crescent Ballroom,"Phoenix, United States Of America",29.5-129.0 USD,20241011,Phoenix,United States Of America,28.02,122.55
Mark Ambor,Mark Ambor,08-11-2024,20:00:00,Soma,"San Diego, United States Of America",,20241011,San Diego,United States Of America,,
Mark Ambor,Mark Ambor,08-11-2024,20:00:00,SOMA - Sidestage,"San Diego, United States Of America",38.94-142.82 USD,20241011,San Diego,United States Of America,36.99,135.68
Mark Ambor,Mark Ambor,11-11-2024,20:00:00,The Fonda Theatre,"Los Angeles, United States Of America",,20241011,Los Angeles,United States Of America,,
Mark Ambor,Mark Ambor,13-11-2024,20:00:00,The Independent,"San Francisco, United States Of America",48.9-48.9 USD,20241011,San Francisco,United States Of America,46.45,46.45
Polo G,Polo G,10-11-2024,20:00:00,The Wellmont Theater,"Montclair, United States Of America",42.0-82.0 USD,20241011,Montclair,United States Of America,39.9,77.9
Polo G,Polo G,29-10-2024,20:00:00,The Midland Theatre - MO,"Kansas City, United States Of America",,20241011,Kansas City,United States Of America,,
Polo G,Polo G,01-11-2024,20:00:00,The Rave-Eagles Club,"Milwaukee, United States Of America",,20241011,Milwaukee,United States Of America,,
Polo G,Polo G,08-11-2024,20:00:00,Webster Theatre,"Hartford, United States Of America",,20241011,Hartford,United States Of America,,
Polo G,Polo G,09-11-2024,20:00:00,Strand Theatre-RI,"Providence, United States Of America",,20241011,Providence,United States Of America,,
Polo G,Polo G,16-11-2024,20:00:00,The Eastern-GA,"Atlanta, United States Of America",,20241011,Atlanta,United States Of America,,
Polo G,POLO G: THE HOOD POET TOUR 2024,27-10-2024,18:00:00,Uptown Theater Minneapolis,"Minneapolis, United States Of America",39.5-59.5 USD,20241011,Minneapolis,United States Of America,37.52,56.52
Polo G,POLO G: THE HOOD POET TOUR 2024,24-10-2024,18:30:00,Fillmore Auditorium (Denver),"Denver, United States Of America",39.5-59.5 USD,20241011,Denver,United States Of America,37.52,56.52
Polo G,POLO G: THE HOOD POET TOUR 2024,30-10-2024,20:00:00,The Pageant,"Saint Louis, United States Of America",39.5-59.5 USD,20241011,Saint Louis,United States Of America,37.52,56.52
Polo G,POLO G: THE HOOD POET TOUR 2024,02-11-2024,19:30:00,Byline Bank Aragon Ballroom,"Chicago, United States Of America",39.5-39.5 USD,20241011,Chicago,United States Of America,37.52,37.52
Polo G,POLO G: THE HOOD POET TOUR 2024,11-11-2024,19:00:00,Citizens House of Blues Boston,"Boston, United States Of America",40.0-65.0 USD,20241011,Boston,United States Of America,38.0,61.75
Polo G,POLO G: THE HOOD POET TOUR 2024,07-11-2024,20:00:00,Palladium Times Square ,"New York City, United States Of America",45.5-95.5 USD,20241011,New York City,United States Of America,43.23,90.72
Polo G,POLO G: THE HOOD POET TOUR 2024,03-11-2024,19:00:00,GLC Live at 20 Monroe,"Grand Rapids, United States Of America",39.5-75.0 USD,20241011,Grand Rapids,United States Of America,37.52,71.25
Polo G,POLO G: THE HOOD POET TOUR 2024,14-11-2024,20:00:00,Echostage,"Washington, United States Of America",36.0-36.0 USD,20241011,Washington,United States Of America,34.2,34.2
Polo G,POLO G: THE HOOD POET TOUR 2024,04-11-2024,19:00:00,The Fillmore Detroit,"Detroit, United States Of America",39.5-85.0 USD,20241011,Detroit,United States Of America,37.52,80.75
Polo G,POLO G: THE HOOD POET TOUR 2024,23-11-2024,20:00:00,South Side Ballroom,"Dallas, United States Of America",39.5-59.5 USD,20241011,Dallas,United States Of America,37.52,56.52
Polo G,POLO G: THE HOOD POET TOUR 2024,18-11-2024,20:00:00,The Fillmore Charlotte,"Charlotte, United States Of America",39.5-39.5 USD,20241011,Charlotte,United States Of America,37.52,37.52
Polo G,POLO G: THE HOOD POET TOUR 2024,22-11-2024,18:30:00,Stubb's Waller Creek Amphitheater,"Austin, United States Of America",36.5-36.5 USD,20241011,Austin,United States Of America,34.67,34.67
Polo G,POLO G: THE HOOD POET TOUR 2024,13-11-2024,20:00:00,The Fillmore Philadelphia,"Philadelphia, United States Of America",39.5-59.5 USD,20241011,Philadelphia,United States Of America,37.52,56.52
Polo G,POLO G: THE HOOD POET TOUR 2024,29-11-2024,19:00:00,The Wiltern,"Los Angeles, United States Of America",39.5-59.5 USD,20241011,Los Angeles,United States Of America,37.52,56.52
Manuel Turizo,iHeartRadio Fiesta Latina,26-10-2024,20:00:00,Kaseya Center,"Miami, United States Of America",29.0-299.0 USD,20241011,Miami,United States Of America,27.55,284.05
Morgan Wallen,Morgan Wallen: One Night At A Time 2024,19-10-2024,18:00:00,Bank of America Stadium,"Charlotte, United States Of America",89.75-349.75 USD,20241011,Charlotte,United States Of America,85.26,332.26
Morgan Wallen,Morgan Wallen,11-10-2024,19:00:00,Suites,"N/A, N/A",,20241011,N/A,N/A,,
Morgan Wallen,Morgan Wallen,19-10-2024,19:00:00,Suites,"N/A, N/A",,20241011,N/A,N/A,,
Morgan Wallen,Morgan Wallen,09-11-2024,19:00:00,Suites,"N/A, N/A",,20241011,N/A,N/A,,
Morgan Wallen,Morgan Wallen,23-11-2024,19:00:00,Suites,"N/A, N/A",,20241011,N/A,N/A,,
Morgan Wallen,Morgan Wallen Uk,22-12-2024,19:30:00,Roisin Dubh,"Galway, Ireland",25.9-25.9 EUR,20241011,Galway,Ireland,25.9,25.9
Morgan Wallen,Morgan Wallen Tribute UK,07-12-2024,18:00:00,Moonshine,"Portsmouth, Great Britain",,20241011,Portsmouth,Great Britain,,
Morgan Wallen,Morgan Wallen UK Tribute,17-01-2025,19:00:00,The Limelight 1,"Belfast, Great Britain",22.25-22.25 GBP,20241011,Belfast,Great Britain,25.81,25.81
Morgan Wallen,Morgan Wallen UK Tribute,19-01-2025,19:00:00,The Academy,"Dublin, Ireland",25.9-25.9 EUR,20241011,Dublin,Ireland,25.9,25.9
Morgan Wallen,7 Summers - Morgan Wallen tribute,30-11-2024,15:00:00,,"N/A, N/A",N/A-N/A USD,20241011,N/A,N/A,,
Morgan Wallen,2024 Morgan Wallen Friday - Suites,18-10-2024,16:30:00,Bank of America Stadium,"Charlotte, United States Of America",,20241011,Charlotte,United States Of America,,
Morgan Wallen,2024 Morgan Wallen Saturday - Suites,19-10-2024,16:30:00,Bank of America Stadium,"Charlotte, United States Of America",,20241011,Charlotte,United States Of America,,
Morgan Wallen,Vault Access - Morgan Wallen 10/18,18-10-2024,18:00:00,Bank of America Stad - GEN ADM,"N/A, United States Of America",,20241011,N/A,United States Of America,,
Morgan Wallen,24 Morgan Wallen 1018 Suite Premiums,18-10-2024,19:00:00,Bank of America Stadium,"Charlotte, United States Of America",,20241011,Charlotte,United States Of America,,
Morgan Wallen,1CAR Access - Morgan Wallen 10/18,18-10-2024,18:00:00,Bank of America Stad - GEN ADM,"N/A, United States Of America",,20241011,N/A,United States Of America,,
Morgan Wallen,24 Morgan Wallen 1019 Suite Premiums,19-10-2024,19:00:00,Bank of America Stadium,"Charlotte, United States Of America",,20241011,Charlotte,United States Of America,,
Morgan Wallen,1CAR Access - Morgan Wallen 10/19,19-10-2024,18:00:00,Bank of America Stad - GEN ADM,"N/A, United States Of America",,20241011,N/A,United States Of America,,
Morgan Wallen,Vault Access - Morgan Wallen 10/19,19-10-2024,18:00:00,Bank of America Stad - GEN ADM,"N/A, United States Of America",,20241011,N/A,United States Of America,,
Morgan Wallen,Whiskey Friends: The Morgan Wallen Experience,24-01-2025,21:00:00,Impact Fuel Room,"Libertyville , United States Of America",15.0-35.0 USD,20241011,Libertyville,United States Of America,14.25,33.25
Morgan Wallen,Morgan Wallen: One Night At A Time 2024,18-10-2024,18:00:00,Bank of America Stadium,"Charlotte, United States Of America",79.75-349.75 USD,20241011,Charlotte,United States Of America,75.76,332.26
Bresh,BRESH,11-10-2024,22:30:00,Electric Brixton,"London, Great Britain",,20241011,London,Great Britain,,
Bresh,BRESH,22-11-2024,22:00:00,August Hall,"San Francisco, United States Of America",,20241011,San Francisco,United States Of America,,
Bresh,BRESH USA,09-11-2024,22:00:00,Howard Theatre,"Washington D.C., United States Of America",29.0-60.0 USD,20241011,Washington D.C.,United States Of America,27.55,57.0
Bresh,BRESH,26-10-2024,20:00:00,The Novo by Microsoft,"Los Angeles, United States Of America",,20241011,Los Angeles,United States Of America,,
Prototype,In the Shadow of The Tour - Innersphere / Divinity Prototype / Garanea,25-10-2024,19:00:00,,"N/A, N/A",N/A-N/A EUR,20241011,N/A,N/A,,
Chimbala,Chimbala,27-02-2025,19:00:00,Ritz Theatre,"Elizabeth, United States Of America",51.0-221.0 USD,20241011,Elizabeth,United States Of America,48.45,209.95
50 Cent,50 Cent,01-11-2024,21:30:00,The Grand (Boston),"Boston, United States Of America",67.5-67.5 USD,20241011,Boston,United States Of America,64.12,64.12
50 Cent,50 Cent,02-11-2024,21:00:00,Shrine at Foxwoods,"Mashantucket, United States Of America",45.0-45.0 USD,20241011,Mashantucket,United States Of America,42.75,42.75
Don Toliver,Don Toliver - Psycho Tour,13-10-2024,19:30:00,WAMU Theater,"Seattle, United States Of America",45.5-45.5 USD,20241011,Seattle,United States Of America,43.23,43.23
Don Toliver,Don Toliver - Psycho Tour,19-10-2024,19:30:00,Crypto.com Arena,"Los Angeles, United States Of America",39.5-140.5 USD,20241011,Los Angeles,United States Of America,37.52,133.47
Don Toliver,Don Toliver - Psycho Tour,20-10-2024,19:30:00,Viejas Arena at Aztec Bowl San Diego State University,"San Diego, United States Of America",29.5-109.5 USD,20241011,San Diego,United States Of America,28.02,104.02
Don Toliver,Don Toliver - Psycho Tour,11-11-2024,19:30:00,Barclays Center,"Brooklyn, United States Of America",39.5-129.5 USD,20241011,Brooklyn,United States Of America,37.52,123.02
Don Toliver,DON TOLIVER,12-10-2024,19:30:00,ROGERS ARENA,"Vancouver, Can",,20241011,Vancouver,Can,,
Don Toliver,DON TOLIVER,29-10-2024,19:30:00,State Farm Arena,"N/A, N/A",,20241011,N/A,N/A,,
Don Toliver,Don Toliver,02-11-2024,19:30:00,Nationwide Arena,"Columbus, United States Of America",,20241011,Columbus,United States Of America,,
Don Toliver,Don Toliver,13-11-2024,19:30:00,Bell Centre,"MontrÃ©al, N/A",,20241011,MontrÃ©al,N/A,,
Don Toliver,Don Toliver,15-11-2024,19:30:00,Little Caesars Arena,"Detroit, United States Of America",,20241011,Detroit,United States Of America,,
Don Toliver,Don Toliver - Psycho Tour,18-10-2024,19:30:00,Footprint Center,"Phoenix, United States Of America",44.5-104.5 USD,20241011,Phoenix,United States Of America,42.27,99.27
Don Toliver,Don Toliver - Psycho Tour,15-10-2024,19:30:00,Bill Graham Civic Auditorium,"San Francisco, United States Of America",79.5-79.5 USD,20241011,San Francisco,United States Of America,75.52,75.52
Don Toliver,Don Toliver - Psycho Tour,27-10-2024,19:30:00,American Airlines Center,"Dallas, United States Of America",49.5-129.5 USD,20241011,Dallas,United States Of America,47.02,123.02
Don Toliver,Don Toliver - Psycho Tour,08-11-2024,20:00:00,EagleBank Arena,"Fairfax, United States Of America",49.5-140.0 USD,20241011,Fairfax,United States Of America,47.02,133.0
Don Toliver,Don Toliver - Psycho Tour,17-11-2024,19:30:00,Credit Union 1 Arena at UIC,"Chicago, United States Of America",47.5-107.5 USD,20241011,Chicago,United States Of America,45.12,102.12
Don Toliver,Don Toliver - Psycho Tour,23-10-2024,19:30:00,Moody Center ATX,"Austin, United States Of America",39.5-94.75 USD,20241011,Austin,United States Of America,37.52,90.01
Don Toliver,Don Toliver - Psycho Tour,29-10-2024,19:30:00,State Farm Arena,"Atlanta, United States Of America",49.5-129.5 USD,20241011,Atlanta,United States Of America,47.02,123.02
The Chainsmokers,The Chainsmokers,12-10-2024,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",,20241011,Las Vegas,United States Of America,,
The Chainsmokers,The Chainsmokers,19-10-2024,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",,20241011,Las Vegas,United States Of America,,
The Chainsmokers,The Chainsmokers,25-10-2024,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",,20241011,Las Vegas,United States Of America,,
The Chainsmokers,The Chainsmokers,09-11-2024,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",,20241011,Las Vegas,United States Of America,,
The Chainsmokers,The Chainsmokers,30-11-2024,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",,20241011,Las Vegas,United States Of America,,
The Chainsmokers,The Chainsmokers,13-12-2024,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",,20241011,Las Vegas,United States Of America,,
The Chainsmokers,The Chainsmokers,31-12-2024,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",,20241011,Las Vegas,United States Of America,,
The Chainsmokers,The Chainsmokers w/ Disco Lines,16-11-2024,22:30:00,XS Nightclub at Wynn Las Vegas,"Las Vegas, United States Of America",,20241011,Las Vegas,United States Of America,,
The Chainsmokers,Voyage Music Fest,25-10-2024,,CCNB Amphitheatre at Heritage Park,"Simpsonville, United States Of America",,20241011,Simpsonville,United States Of America,,
KADI,Eddie Kadi,01-03-2025,20:00:00,Swindon Arts Centre,"Swindon, Great Britain",18.5-18.5 GBP,20241011,Swindon,Great Britain,21.46,21.46
KADI,Eddie Kadi: LET ME LAND,07-02-2025,21:30:00,Leicester Square Theatre,"London, Great Britain",18.0-18.0 GBP,20241011,London,Great Britain,20.88,20.88
KADI,Eddie Kadi: LET ME LAND,15-02-2025,19:00:00,Reading Concert Hall,"Reading, Great Britain",15.0-15.0 GBP,20241011,Reading,Great Britain,17.4,17.4
KADI,Eddie Kadi: LET ME LAND,20-02-2025,19:00:00,Forge Comedy Club,"Brighton, Great Britain",15.0-15.0 GBP,20241011,Brighton,Great Britain,17.4,17.4
KADI,Eddie Kadi: LET ME LAND,21-02-2025,20:00:00,Redgrave Theatre,"Bristol, Great Britain",15.0-15.0 GBP,20241011,Bristol,Great Britain,17.4,17.4
KADI,Eddie Kadi: LET ME LAND,22-02-2025,19:00:00,O2 Institute Birmingham,"Birmingham, Great Britain",18.5-18.5 GBP,20241011,Birmingham,Great Britain,21.46,21.46
KADI,Eddie Kadi: LET ME LAND,02-03-2025,19:00:00,Bath Komedia,"Bath, Great Britain",15.0-15.0 GBP,20241011,Bath,Great Britain,17.4,17.4
KADI,Eddie Kadi: LET ME LAND,13-03-2025,19:00:00,The Albany Theatre,"Coventry, Great Britain",18.5-18.5 GBP,20241011,Coventry,Great Britain,21.46,21.46
KADI,Eddie Kadi: LET ME LAND,14-03-2025,20:00:00,The Y Theatre,"Leicester, Great Britain",15.0-15.0 GBP,20241011,Leicester,Great Britain,17.4,17.4
KADI,Eddie Kadi: LET ME LAND,15-03-2025,19:00:00,Royal and Derngate,"Northampton, Great Britain",15.0-15.0 GBP,20241011,Northampton,Great Britain,17.4,17.4
KADI,Eddie Kadi: LET ME LAND,16-03-2025,20:00:00,Cambridge Junction,"Cambridge, Great Britain",15.0-15.0 GBP,20241011,Cambridge,Great Britain,17.4,17.4
KADI,Eddie Kadi: LET ME LAND,23-03-2025,19:00:00,Cardiff Glee Club,"Cardiff, Great Britain",15.0-15.0 GBP,20241011,Cardiff,Great Britain,17.4,17.4
KADI,Eddie Kadi: LET ME LAND,27-03-2025,20:00:00,Fareham Live,"Fareham, Great Britain",15.0-15.0 GBP,20241011,Fareham,Great Britain,17.4,17.4
KADI,Eddie Kadi: LET ME LAND,03-04-2025,19:00:00,Manchester Stoller Hall,"Manchester, Great Britain",15.0-15.0 GBP,20241011,Manchester,Great Britain,17.4,17.4
KADI,Eddie Kadi: LET ME LAND,05-04-2025,19:00:00,Ashcroft Theatre,"Croydon, Great Britain",18.0-18.0 GBP,20241011,Croydon,Great Britain,20.88,20.88
KADI,Eddie Kadi: LET ME LAND,01-05-2025,20:00:00,City Varieties Music Hall,"Leeds, Great Britain",15.0-15.0 GBP,20241011,Leeds,Great Britain,17.4,17.4
KADI,Mo Gilligan & Friends: Comedy Brunch,26-10-2024,13:00:00,Up The Creek,"London, Great Britain",,20241011,London,Great Britain,,
Taylor Swift,Taylor Swift,14-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,TAYLOR SWIFT,14-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,Taylor Swift,15-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,TAYLOR SWIFT,15-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,Taylor Swift,16-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,TAYLOR SWIFT,16-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,TAYLOR SWIFT,17-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,Taylor Swift,21-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,TAYLOR SWIFT,21-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,Taylor Swift,22-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,TAYLOR SWIFT,22-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,TAYLOR SWIFT,23-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,Taylor Swift,23-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,TAYLOR SWIFT,24-11-2024,19:00:00,Rogers Centre,"Toronto, Can",,20241011,Toronto,Can,,
Taylor Swift,Taylor Swift Tribute,19-11-2024,19:30:00,The Studio,"Hamilton, Canada",33.0-33.0 CAD,20241011,Hamilton,Canada,22.77,22.77
Taylor Swift,Taylor Swift Tribute,21-12-2024,17:00:00,The Biergarten at Old World HB,"Huntington Beach, United States Of America",N/A-N/A USD,20241011,Huntington Beach,United States Of America,,
Taylor Swift,Swift - A Tribute to Taylor Swift,26-10-2024,19:00:00,Bloomington Center for the Performing Arts,"Bloomington, United States Of America",24.0-49.0 USD,20241011,Bloomington,United States Of America,22.8,46.55
Taylor Swift,The Taylor Party: Taylor Swift Night,08-11-2024,20:00:00,9:30 CLUB,"Washington, United States Of America",25.0-25.0 USD,20241011,Washington,United States Of America,23.75,23.75
Amaarae,Sabrina Carpenter w/ Amaarae,14-10-2024,19:00:00,Target Center,"Minneapolis, United States Of America",,20241011,Minneapolis,United States Of America,,
Amaarae,SABRINA CARPENTER: SHORT N' SWEET TOUR,13-10-2024,19:00:00,United Center,"Chicago, United States Of America",25.5-220.5 USD,20241011,Chicago,United States Of America,24.22,209.47
Amaarae,KAYTRANADA - TIMELESS Tour,26-10-2024,18:30:00,BMO Stadium,"Los Angeles, United States Of America",20.0-219.5 USD,20241011,Los Angeles,United States Of America,19.0,208.52
Amaarae,SABRINA CARPENTER: SHORT N' SWEET TOUR,11-10-2024,19:00:00,Centre Bell,"Montreal, Canada",30.5-665.83 CAD,20241011,Montreal,Canada,21.04,459.42
Wiz Khalifa,Voyage Music Fest,25-10-2024,,CCNB Amphitheatre at Heritage Park,"Simpsonville, United States Of America",,20241011,Simpsonville,United States Of America,,
Jul,Gustaf & Viktor Noréns Jul,06-12-2024,20:00:00,Sara kulturhus Stage 1,"Skellefteå, Sweden",395.0-595.0 SEK,20241011,Skellefteå,Sweden,33.97,51.17
Jul,Gustaf & Viktor Noréns Jul,06-12-2024,15:30:00,Sara kulturhus Stage 1,"Skellefteå, Sweden",435.0-755.0 SEK,20241011,Skellefteå,Sweden,37.41,64.93
Jul,Gustaf & Viktor Noréns Jul,20-12-2024,19:30:00,,"Linköping, Sweden",595.0-595.0 SEK,20241011,Linköping,Sweden,51.17,51.17
Jul,Gustaf & Viktor Noréns Jul,20-12-2024,16:00:00,,"Linköping, Sweden",595.0-595.0 SEK,20241011,Linköping,Sweden,51.17,51.17
Jul,Jul Med David & Kristina Lindgren,15-12-2024,19:00:00,Sara kulturhus Stage 1,"Skellefteå, Sweden",295.0-635.0 SEK,20241011,Skellefteå,Sweden,25.37,54.61
Jul,Juls Live,23-10-2024,18:30:00,"HERE at Outernet, London","London, Great Britain",,20241011,London,Great Britain,,
Jul,PT25JUL,31-12-2025,00:00:00,Yankee Stadium,"Bronx, United States Of America",,20241011,Bronx,United States Of America,,
Jul,Imagine Dragons: LOOM World Tour 2025,25-07-2025,17:00:00,Tottenham Hotspur Stadium,"London, Great Britain",50.0-5830.0 GBP,20241011,London,Great Britain,58.0,6762.8
